加載數據集...
訓練集: 63325個樣本
驗證集: 450個樣本
初始化resnet34模型...
模型參數數量: 21,335,972
開始訓練 resnet34 模型...
訓練設備: cuda
訓練集大小: 63325 樣本
驗證集大小: 450 樣本
批次大小: 64
總訓練批次數: 990
總驗證批次數: 8
總訓練輪數: 20

============================================================
Epoch 1/20 開始
訓練階段:
訓練 Epoch 1/20:  32%|█████████████████████████████████████████▌                                                                                       | 319/990 [00:41<01:19,  8.39it/s, loss=3.4018, acc=7.69%, time=0.118s]
 批次 600/990 | 損失: 1.3912 | 準確率: 0.5680 | 批次時間: 0.121秒
 批次 610/990 | 損失: 1.3922 | 準確率: 0.5679 | 批次時間: 0.652秒
 批次 620/990 | 損失: 1.3928 | 準確率: 0.5681 | 批次時間: 0.121秒
 批次 630/990 | 損失: 1.3913 | 準確率: 0.5684 | 批次時間: 0.121秒
 批次 640/990 | 損失: 1.3912 | 準確率: 0.5687 | 批次時間: 0.121秒
 批次 650/990 | 損失: 1.3902 | 準確率: 0.5689 | 批次時間: 0.194秒
 批次 660/990 | 損失: 1.3903 | 準確率: 0.5690 | 批次時間: 0.122秒
 批次 670/990 | 損失: 1.3895 | 準確率: 0.5690 | 批次時間: 0.121秒
 批次 680/990 | 損失: 1.3903 | 準確率: 0.5687 | 批次時間: 0.122秒
 批次 690/990 | 損失: 1.3893 | 準確率: 0.5691 | 批次時間: 0.122秒
 批次 700/990 | 損失: 1.3889 | 準確率: 0.5692 | 批次時間: 0.121秒
 批次 710/990 | 損失: 1.3882 | 準確率: 0.5694 | 批次時間: 0.657秒
 批次 720/990 | 損失: 1.3871 | 準確率: 0.5700 | 批次時間: 0.122秒
 批次 730/990 | 損失: 1.3876 | 準確率: 0.5699 | 批次時間: 0.122秒
 批次 740/990 | 損失: 1.3880 | 準確率: 0.5699 | 批次時間: 0.121秒
 批次 750/990 | 損失: 1.3872 | 準確率: 0.5700 | 批次時間: 0.195秒
 批次 760/990 | 損失: 1.3870 | 準確率: 0.5699 | 批次時間: 0.121秒
 批次 770/990 | 損失: 1.3869 | 準確率: 0.5700 | 批次時間: 0.121秒
 批次 780/990 | 損失: 1.3868 | 準確率: 0.5698 | 批次時間: 0.121秒
 批次 790/990 | 損失: 1.3873 | 準確率: 0.5697 | 批次時間: 0.121秒
 批次 800/990 | 損失: 1.3870 | 準確率: 0.5702 | 批次時間: 0.122秒
 批次 810/990 | 損失: 1.3864 | 準確率: 0.5702 | 批次時間: 0.646秒
 批次 820/990 | 損失: 1.3856 | 準確率: 0.5706 | 批次時間: 0.121秒
 批次 830/990 | 損失: 1.3845 | 準確率: 0.5707 | 批次時間: 0.121秒
 批次 840/990 | 損失: 1.3843 | 準確率: 0.5706 | 批次時間: 0.121秒
 批次 850/990 | 損失: 1.3843 | 準確率: 0.5706 | 批次時間: 0.193秒
 批次 860/990 | 損失: 1.3833 | 準確率: 0.5708 | 批次時間: 0.122秒
 批次 870/990 | 損失: 1.3819 | 準確率: 0.5712 | 批次時間: 0.122秒
 批次 880/990 | 損失: 1.3823 | 準確率: 0.5712 | 批次時間: 0.122秒
 批次 890/990 | 損失: 1.3821 | 準確率: 0.5712 | 批次時間: 0.121秒
 批次 900/990 | 損失: 1.3823 | 準確率: 0.5713 | 批次時間: 0.121秒
 批次 910/990 | 損失: 1.3817 | 準確率: 0.5713 | 批次時間: 0.654秒
 批次 920/990 | 損失: 1.3809 | 準確率: 0.5712 | 批次時間: 0.121秒
 批次 930/990 | 損失: 1.3808 | 準確率: 0.5713 | 批次時間: 0.122秒
 批次 940/990 | 損失: 1.3809 | 準確率: 0.5713 | 批次時間: 0.122秒
 批次 950/990 | 損失: 1.3802 | 準確率: 0.5715 | 批次時間: 0.196秒
 批次 960/990 | 損失: 1.3795 | 準確率: 0.5716 | 批次時間: 0.122秒
 批次 970/990 | 損失: 1.3787 | 準確率: 0.5720 | 批次時間: 0.121秒
 批次 980/990 | 損失: 1.3777 | 準確率: 0.5723 | 批次時間: 0.122秒
 批次 990/990 | 損失: 1.3775 | 準確率: 0.5723 | 批次時間: 0.060秒
訓練階段完成 | 平均損失: 1.3775 | 準確率: 0.5723 | 平均批次時間: 0.128秒 | 總時間: 127.84秒

驗證階段:
驗證 Epoch 6/20: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 8/8 [00:00<00:00, 12.91it/s, loss=0.3339, acc=53.78%]
 驗證批次 8/8 | 當前準確率: 0.5378
驗證階段完成 | 平均損失: 1.4105 | 準確率: 0.5378 | 耗時: 0.62秒
學習率從 0.0008535533905932737 調整為 0.0007938926261462366
發現更好的模型! 保存到 checkpoints/resnet34_best.pth
新的最佳驗證準確率: 0.5378
Epoch 6/20 完成 | 總耗時: 128.62秒 | 當前最佳準確率: 0.5378

============================================================
Epoch 7/20 開始
訓練階段:
訓練 Epoch 7/20:  32%|███████████████████████████████▎                                                                 | 319/990 [00:41<01:31,  7.37it/s, loss=1.0644, acc=64.18%, time=0.122s]
 批次 10/990 | 損失: 1.1189 | 準確率: 0.6516 | 批次時間: 0.121秒
 批次 20/990 | 損失: 1.1157 | 準確率: 0.6398 | 批次時間: 0.121秒
 批次 30/990 | 損失: 1.1093 | 準確率: 0.6443 | 批次時間: 0.121秒
 批次 40/990 | 損失: 1.1084 | 準確率: 0.6465 | 批次時間: 0.121秒
 批次 50/990 | 損失: 1.0947 | 準確率: 0.6506 | 批次時間: 0.122秒
 批次 60/990 | 損失: 1.0941 | 準確率: 0.6531 | 批次時間: 0.194秒
 批次 70/990 | 損失: 1.1044 | 準確率: 0.6513 | 批次時間: 0.121秒
 批次 80/990 | 損失: 1.1203 | 準確率: 0.6455 | 批次時間: 0.121秒
 批次 90/990 | 損失: 1.1107 | 準確率: 0.6490 | 批次時間: 0.121秒
 批次 100/990 | 損失: 1.1121 | 準確率: 0.6484 | 批次時間: 0.121秒
 批次 110/990 | 損失: 1.1052 | 準確率: 0.6511 | 批次時間: 0.121秒
 批次 120/990 | 損失: 1.1117 | 準確率: 0.6493 | 批次時間: 0.121秒
 批次 130/990 | 損失: 1.1138 | 準確率: 0.6507 | 批次時間: 0.121秒
 批次 140/990 | 損失: 1.1230 | 準確率: 0.6482 | 批次時間: 0.121秒
 批次 150/990 | 損失: 1.1267 | 準確率: 0.6467 | 批次時間: 0.121秒
 批次 160/990 | 損失: 1.1234 | 準確率: 0.6479 | 批次時間: 0.195秒
 批次 170/990 | 損失: 1.1256 | 準確率: 0.6481 | 批次時間: 0.122秒
 批次 180/990 | 損失: 1.1234 | 準確率: 0.6474 | 批次時間: 0.121秒
 批次 190/990 | 損失: 1.1256 | 準確率: 0.6453 | 批次時間: 0.121秒
 批次 200/990 | 損失: 1.1254 | 準確率: 0.6453 | 批次時間: 0.121秒
 批次 210/990 | 損失: 1.1207 | 準確率: 0.6464 | 批次時間: 0.122秒
 批次 220/990 | 損失: 1.1208 | 準確率: 0.6462 | 批次時間: 0.121秒
 批次 230/990 | 損失: 1.1230 | 準確率: 0.6452 | 批次時間: 0.121秒
 批次 240/990 | 損失: 1.1231 | 準確率: 0.6451 | 批次時間: 0.121秒
 批次 250/990 | 損失: 1.1227 | 準確率: 0.6455 | 批次時間: 0.121秒
 批次 260/990 | 損失: 1.1232 | 準確率: 0.6452 | 批次時間: 0.193秒
 批次 270/990 | 損失: 1.1230 | 準確率: 0.6443 | 批次時間: 0.121秒
 批次 280/990 | 損失: 1.1270 | 準確率: 0.6432 | 批次時間: 0.121秒
 批次 290/990 | 損失: 1.1306 | 準確率: 0.6414 | 批次時間: 0.121秒
 批次 300/990 | 損失: 1.1319 | 準確率: 0.6410 | 批次時間: 0.122秒
 批次 310/990 | 損失: 1.1335 | 準確率: 0.6412 | 批次時間: 0.122秒
 批次 320/990 | 損失: 1.1320 | 準確率: 0.6418 | 批次時間: 0.122秒
 批次 330/990 | 損失: 1.1334 | 準確率: 0.6410 | 批次時間: 0.121秒
 批次 340/990 | 損失: 1.1333 | 準確率: 0.6411 | 批次時間: 0.122秒
 批次 350/990 | 損失: 1.1332 | 準確率: 0.6411 | 批次時間: 0.121秒
 批次 360/990 | 損失: 1.1335 | 準確率: 0.6410 | 批次時間: 0.193秒
 批次 370/990 | 損失: 1.1354 | 準確率: 0.6404 | 批次時間: 0.122秒
 批次 380/990 | 損失: 1.1377 | 準確率: 0.6403 | 批次時間: 0.122秒
 批次 390/990 | 損失: 1.1367 | 準確率: 0.6409 | 批次時間: 0.122秒
 批次 400/990 | 損失: 1.1340 | 準確率: 0.6414 | 批次時間: 0.122秒
 批次 410/990 | 損失: 1.1350 | 準確率: 0.6411 | 批次時間: 0.122秒
 批次 420/990 | 損失: 1.1337 | 準確率: 0.6413 | 批次時間: 0.121秒
 批次 430/990 | 損失: 1.1327 | 準確率: 0.6416 | 批次時間: 0.121秒
 批次 440/990 | 損失: 1.1332 | 準確率: 0.6413 | 批次時間: 0.121秒
 批次 450/990 | 損失: 1.1334 | 準確率: 0.6414 | 批次時間: 0.121秒
 批次 460/990 | 損失: 1.1325 | 準確率: 0.6413 | 批次時間: 0.186秒
 批次 470/990 | 損失: 1.1315 | 準確率: 0.6416 | 批次時間: 0.122秒
 批次 480/990 | 損失: 1.1316 | 準確率: 0.6418 | 批次時間: 0.121秒
 批次 490/990 | 損失: 1.1321 | 準確率: 0.6413 | 批次時間: 0.121秒
 批次 500/990 | 損失: 1.1336 | 準確率: 0.6406 | 批次時間: 0.122秒
 批次 510/990 | 損失: 1.1329 | 準確率: 0.6411 | 批次時間: 0.122秒
 批次 520/990 | 損失: 1.1345 | 準確率: 0.6409 | 批次時間: 0.122秒
 批次 530/990 | 損失: 1.1342 | 準確率: 0.6414 | 批次時間: 0.121秒
 批次 540/990 | 損失: 1.1341 | 準確率: 0.6414 | 批次時間: 0.121秒
 批次 550/990 | 損失: 1.1352 | 準確率: 0.6408 | 批次時間: 0.121秒
 批次 560/990 | 損失: 1.1348 | 準確率: 0.6405 | 批次時間: 0.194秒
 批次 570/990 | 損失: 1.1368 | 準確率: 0.6398 | 批次時間: 0.121秒
 批次 580/990 | 損失: 1.1368 | 準確率: 0.6399 | 批次時間: 0.122秒
 批次 590/990 | 損失: 1.1353 | 準確率: 0.6403 | 批次時間: 0.121秒
 批次 600/990 | 損失: 1.1356 | 準確率: 0.6400 | 批次時間: 0.122秒
 批次 610/990 | 損失: 1.1354 | 準確率: 0.6400 | 批次時間: 0.122秒
 批次 620/990 | 損失: 1.1341 | 準確率: 0.6405 | 批次時間: 0.121秒
 批次 630/990 | 損失: 1.1355 | 準確率: 0.6398 | 批次時間: 0.121秒
 批次 640/990 | 損失: 1.1362 | 準確率: 0.6397 | 批次時間: 0.121秒
 批次 650/990 | 損失: 1.1375 | 準確率: 0.6396 | 批次時間: 0.121秒
 批次 660/990 | 損失: 1.1380 | 準確率: 0.6395 | 批次時間: 0.193秒
 批次 670/990 | 損失: 1.1389 | 準確率: 0.6393 | 批次時間: 0.121秒
 批次 680/990 | 損失: 1.1388 | 準確率: 0.6392 | 批次時間: 0.121秒
 批次 690/990 | 損失: 1.1375 | 準確率: 0.6399 | 批次時間: 0.122秒
 批次 700/990 | 損失: 1.1374 | 準確率: 0.6399 | 批次時間: 0.121秒
 批次 710/990 | 損失: 1.1361 | 準確率: 0.6401 | 批次時間: 0.122秒
 批次 720/990 | 損失: 1.1374 | 準確率: 0.6398 | 批次時間: 0.122秒
 批次 730/990 | 損失: 1.1377 | 準確率: 0.6398 | 批次時間: 0.122秒
 批次 740/990 | 損失: 1.1381 | 準確率: 0.6396 | 批次時間: 0.122秒
 批次 750/990 | 損失: 1.1385 | 準確率: 0.6395 | 批次時間: 0.122秒
 批次 760/990 | 損失: 1.1391 | 準確率: 0.6392 | 批次時間: 0.197秒
 批次 770/990 | 損失: 1.1393 | 準確率: 0.6393 | 批次時間: 0.122秒
 批次 780/990 | 損失: 1.1400 | 準確率: 0.6389 | 批次時間: 0.121秒
 批次 790/990 | 損失: 1.1402 | 準確率: 0.6389 | 批次時間: 0.121秒
 批次 800/990 | 損失: 1.1405 | 準確率: 0.6387 | 批次時間: 0.122秒
 批次 810/990 | 損失: 1.1397 | 準確率: 0.6390 | 批次時間: 0.122秒
 批次 820/990 | 損失: 1.1389 | 準確率: 0.6393 | 批次時間: 0.121秒
 批次 830/990 | 損失: 1.1397 | 準確率: 0.6391 | 批次時間: 0.122秒
 批次 840/990 | 損失: 1.1391 | 準確率: 0.6391 | 批次時間: 0.122秒
 批次 850/990 | 損失: 1.1391 | 準確率: 0.6390 | 批次時間: 0.122秒
 批次 860/990 | 損失: 1.1393 | 準確率: 0.6391 | 批次時間: 0.201秒
 批次 870/990 | 損失: 1.1394 | 準確率: 0.6390 | 批次時間: 0.121秒
 批次 880/990 | 損失: 1.1393 | 準確率: 0.6391 | 批次時間: 0.121秒
 批次 890/990 | 損失: 1.1394 | 準確率: 0.6389 | 批次時間: 0.122秒
 批次 900/990 | 損失: 1.1393 | 準確率: 0.6390 | 批次時間: 0.121秒
 批次 910/990 | 損失: 1.1392 | 準確率: 0.6391 | 批次時間: 0.121秒
 批次 920/990 | 損失: 1.1387 | 準確率: 0.6392 | 批次時間: 0.121秒
 批次 930/990 | 損失: 1.1382 | 準確率: 0.6394 | 批次時間: 0.121秒
 批次 940/990 | 損失: 1.1376 | 準確率: 0.6395 | 批次時間: 0.121秒
 批次 950/990 | 損失: 1.1378 | 準確率: 0.6394 | 批次時間: 0.121秒
 批次 960/990 | 損失: 1.1384 | 準確率: 0.6392 | 批次時間: 0.205秒
 批次 970/990 | 損失: 1.1381 | 準確率: 0.6394 | 批次時間: 0.122秒
 批次 980/990 | 損失: 1.1381 | 準確率: 0.6395 | 批次時間: 0.121秒
